iter	Logloss
290	0.2667084444
291	0.2666493736
292	0.2665827557
293	0.266522057
294	0.2664520987
295	0.2663929311
296	0.2662841864
297	0.2662521826
298	0.2661722671
299	0.2660987892
300	0.2660093352
301	0.265954649
302	0.2658859378
303	0.2658373236
304	0.265744111
305	0.2656868772
306	0.265621378
307	0.2655701612
308	0.2654752555
309	0.2654131271
310	0.2653720345
311	0.26529371
312	0.265212487
313	0.265155899
314	0.2650888409
315	0.2650023502
316	0.2649265914
317	0.2648519767
318	0.2647752673
319	0.2647159875
320	0.2646220723
321	0.2645641306
322	0.2644949095
323	0.2644661911
324	0.264393874
325	0.2643188601
326	0.2642196927
327	0.2641313442
328	0.2640547244
329	0.2639781306
330	0.2639067413
331	0.2638580625
332	0.2638024603
333	0.2637431018
334	0.2636978671
335	0.2636248432
336	0.2635532913
337	0.263465138
338	0.2634014257
339	0.2633587682
340	0.2633173396
341	0.2632403439
342	0.2631879181
343	0.2631440808
344	0.2630732038
345	0.2630255854
346	0.2629534793
347	0.2628806209
348	0.2628162314
349	0.2627758431
350	0.2627087251
351	0.2626263377
352	0.2625234305
353	0.2624801435
354	0.2624292133
355	0.2623431932
356	0.2622689903
357	0.2621952626
358	0.2621034718
359	0.2620467773
360	0.2619967904
361	0.2619240407
362	0.2618584843
363	0.2618119237
364	0.2617499562
365	0.2616995171
366	0.2616190983
367	0.2615544636
368	0.2614870238
369	0.2614297586
370	0.2613561604
371	0.261267855
372	0.2612016182
373	0.2611559581
374	0.2611018489
375	0.26104626
376	0.2609879851
377	0.2609307219
378	0.2608606487
379	0.2608079744
380	0.2607007729
381	0.2606328489
382	0.2605710353
383	0.260496988
384	0.2604212201
385	0.2603610858
386	0.2602820813
387	0.2602210608
388	0.2601681487
389	0.2601357055
390	0.2600869037
391	0.2600395514
392	0.2600096886
393	0.2599389912
394	0.2598745302
395	0.2598301062
396	0.2597555042
397	0.2596874013
398	0.259634788
399	0.2595850974
400	0.259510242
401	0.2594702796
402	0.2594233646
403	0.2593748273
404	0.2593298689
405	0.2592720178
406	0.25923093
407	0.2591179582
408	0.2590401967
409	0.2589970634
410	0.2589466437
411	0.2588956524
412	0.2588397826
413	0.2587795981
414	0.2587234214
415	0.2586647319
416	0.2585984623
417	0.2585564361
418	0.2585081609
419	0.2584490806
420	0.2583734441
421	0.2583248186
422	0.258281465
423	0.2581699294
424	0.2581046679
425	0.2580452218
426	0.2579844752
427	0.2579405572
428	0.257897078
429	0.2578351365
430	0.2577781983
431	0.2577440119
432	0.2576969673
433	0.2576618914
434	0.2576047964
435	0.2575515243
436	0.2574967112
437	0.2574555946
438	0.2573816177
439	0.257345026
440	0.2572909803
441	0.2572403032
442	0.257199891
443	0.2571188897
444	0.2570782253
445	0.2570144691
446	0.2569673381
447	0.2568763232
448	0.2568079061
449	0.25677915
450	0.2567484128
451	0.2567217045
452	0.256657506
453	0.2565859983
454	0.2565250666
455	0.2564401513
456	0.2563930542
457	0.2563262363
458	0.2562767491
459	0.2562143278
460	0.2561636234
461	0.2561063216
462	0.2560530037
463	0.2560165806
464	0.2559689532
465	0.2559277842
466	0.2558447648
467	0.2557875766
468	0.2557631991
469	0.2556665169
470	0.2555816488
471	0.2555309922
472	0.2554683936
473	0.2553981514
474	0.2553223891
475	0.2552724077
476	0.2552135184
477	0.2551454386
478	0.2551038062
479	0.2550315371
480	0.2549483161
481	0.2548975462
482	0.2548552321
483	0.254799742
484	0.2547560936
485	0.2546860484
486	0.2546331274
487	0.2545871076
488	0.254543831
489	0.2544875792
490	0.2544284515
491	0.2544044201
492	0.2543559171
493	0.2542954619
494	0.2542337763
495	0.2541816823
496	0.2540949961
497	0.2540601389
498	0.2540374518
499	0.2539567149
500	0.2538910283
501	0.2538585445
502	0.2537797114
503	0.2537146652
504	0.2536230603
505	0.2535459806
506	0.2534935322
507	0.2534564635
508	0.2533785319
509	0.2533461259
510	0.2533190174
511	0.2532276286
512	0.2531845783
513	0.2531354886
514	0.25309373
515	0.2530715549
516	0.2530391848
517	0.2529854585
518	0.2529353689
519	0.2528871267
520	0.2528471446
521	0.2528044177
522	0.2527298245
523	0.2527147317
524	0.2526868938
525	0.2526473429
526	0.252577863
527	0.2525447489
528	0.2524805856
529	0.2524322421
530	0.2524000528
531	0.2523496416
532	0.2522993425
533	0.2522534332
534	0.2521961387
535	0.2521581619
536	0.2521026305
537	0.252030836
538	0.251999048
539	0.2519261891
540	0.2519052544
541	0.2518790533
542	0.2518056597
543	0.251754472
544	0.2516893648
545	0.2516437547
546	0.2515910515
547	0.2515437364
548	0.2515015064
549	0.2514572666
550	0.2514215154
551	0.2513838965
552	0.2513409272
553	0.2512950877
554	0.2512771508
555	0.2511747668
556	0.2511327448
557	0.2510933383
558	0.2510266307
559	0.2509802533
560	0.2509316149
561	0.2508828452
562	0.2508411773
563	0.2507853128
564	0.2507000284
565	0.2506389411
566	0.2505764331
567	0.2505020141
568	0.250470472
569	0.2504087242
570	0.2503710484
571	0.25033127
572	0.2502984971
573	0.2502582591
574	0.2502323104
575	0.2501833021
576	0.250122561
577	0.2500803316
578	0.2500201382
579	0.2499793289
580	0.2499485728
581	0.2498903043
582	0.2498373101
583	0.2498198245
584	0.2497933931
585	0.2497168525
586	0.2496611848
587	0.2496205336
588	0.2495807813
589	0.2495389451
590	0.249474006
591	0.2494172128
592	0.2493652716
593	0.2493082417
594	0.2492712352
595	0.2492264474
596	0.2491945692
597	0.2491448111
598	0.2490869154
599	0.2490295531
600	0.248989851
601	0.2489296203
602	0.2488603161
603	0.2488142469
604	0.248755207
605	0.2487010933
606	0.2486774133
607	0.2486378948
608	0.2485234586
609	0.248496121
610	0.2484535087
611	0.2483756528
612	0.2483216669
613	0.2482598311
614	0.2482011508
615	0.2481678327
616	0.2481433771
617	0.2481103833
618	0.2480814903
619	0.2480403392
620	0.2479952737
621	0.2479419651
622	0.2478973932
623	0.2478851302
624	0.2478225715
625	0.2477689693
626	0.247716583
627	0.2476829065
628	0.247649969
629	0.2476135271
630	0.247564133
631	0.2475101588
632	0.2474546757
633	0.2473995297
634	0.2473534342
635	0.2473211181
636	0.2472874329
637	0.2472305686
638	0.2471737475
639	0.2471257556
640	0.2470761373
641	0.247015778
642	0.246966098
643	0.2469370471
644	0.2468906144
645	0.2468390087
646	0.2468020713
647	0.2467705678
648	0.2467161183
649	0.2466524754
650	0.2465945925
651	0.2465492757
652	0.2465163081
653	0.2464741255
654	0.2464341517
655	0.2464037583
656	0.2463712015
657	0.2463292105
658	0.2462819225
659	0.2462434444
660	0.2462078245
661	0.2461784304
662	0.2461190696
663	0.2460590785
664	0.2459967472
665	0.2459553976
666	0.2458930988
667	0.2458627125
668	0.2458185758
669	0.2457530407
670	0.2456511726
671	0.2456014137
672	0.245561556
673	0.2455369613
674	0.2454984104
675	0.2454677801
676	0.2454264025
677	0.2453685663
678	0.2453353659
679	0.245290632
680	0.2452347101
681	0.2451837476
682	0.2451364978
683	0.2450997971
684	0.2450387279
685	0.2449909331
686	0.2449209559
687	0.2448821645
688	0.2448062192
689	0.2447643512
690	0.2447163713
691	0.2446472971
692	0.2446028225
693	0.2445670141
694	0.2445078477
695	0.2444735039
696	0.2444111054
697	0.2443625927
698	0.2443169916
699	0.244291286
700	0.2442342593
701	0.2441841497
702	0.2441436373
703	0.2440904418
704	0.2440468728
705	0.2439957354
706	0.2439461249
707	0.2439086888
708	0.2438802581
709	0.2438435264
710	0.2438230927
711	0.243767846
712	0.2437166934
713	0.2436672237
714	0.2436062821
715	0.2435631163
716	0.243518599
717	0.2434689312
718	0.2434141339
719	0.2433779427
720	0.2433483252
721	0.2433130577
722	0.2432731085
723	0.2432343879
724	0.2431944469
725	0.2431546653
726	0.243110869
727	0.2430653113
728	0.2430083863
729	0.2429484541
730	0.2429031847
731	0.242870569
732	0.2428415913
733	0.2428162537
734	0.2427595547
735	0.2427274549
736	0.2426879584
737	0.2426607525
738	0.2426508513
739	0.2426053745
740	0.2425705735
741	0.2425047936
742	0.2424785816
743	0.2424545101
744	0.2424006412
745	0.2423662921
746	0.2423227499
747	0.2422828871
748	0.2422497517
749	0.2422108336
750	0.2421723392
751	0.2421323496
752	0.2421001581
753	0.242046741
754	0.242011721
755	0.24198536
756	0.2419574626
757	0.2419072255
758	0.2418747002
759	0.2418201474
760	0.2417653001
761	0.2417291179
762	0.2416786108
763	0.2416336725
764	0.2415896662
765	0.2415612262
766	0.2415134929
767	0.2414719274
768	0.2414299534
769	0.2414011492
770	0.2413370845
771	0.2412918957
772	0.2412212681
773	0.2411601118
774	0.2411172723
775	0.2410835425
776	0.2410386283
777	0.2409795766
778	0.2409376659
779	0.2408895817
780	0.2408398058
781	0.240790206
782	0.2407776898
783	0.2407341454
784	0.2406969821
785	0.2406722679
786	0.2406389675
787	0.2405844713
788	0.2405462158
789	0.2404753594
790	0.2404256841
791	0.2403986894
792	0.2403566283
793	0.2403067192
794	0.2402620314
795	0.2402377544
796	0.2401788732
797	0.2401269813
798	0.2400769145
799	0.2400573783
800	0.2400285692
801	0.239986588
802	0.2399394362
803	0.2398885269
804	0.2398103358
805	0.2397614224
806	0.2397361671
807	0.2397042437
808	0.2396314126
809	0.2396092319
810	0.2395651632
811	0.2395289275
812	0.239492745
813	0.2394359191
814	0.2394085492
815	0.2393668617
816	0.2393210263
817	0.2392768969
818	0.2392242727
819	0.2391639146
820	0.2391149887
821	0.2390826791
822	0.2390554735
823	0.2390256544
824	0.2389699782
825	0.2389396119
826	0.2388998712
827	0.2388474186
828	0.238801645
829	0.238786189
830	0.2387392739
831	0.2386917891
832	0.2386167599
833	0.2385476047
834	0.2384970479
835	0.2384437252
836	0.2384004471
837	0.2383777624
838	0.2383332266
839	0.2382970084
840	0.2382620565
841	0.2381992719
842	0.2381537415
843	0.2381095786
844	0.238053793
845	0.2380191638
846	0.2379693778
847	0.237937455
848	0.2378680402
849	0.2377968817
850	0.2377415789
851	0.2377059882
852	0.2376768177
853	0.2376413438
854	0.2376147294
855	0.2375678963
856	0.2375295717
857	0.2375206237
858	0.2374794715
859	0.23745067
860	0.2374149568
861	0.2373617136
862	0.2373239604
863	0.2373034127
864	0.2372636813
865	0.2372307139
866	0.2371554359
867	0.2371241565
868	0.2371004037
869	0.2370607995
870	0.2370245952
871	0.236954602
872	0.2368961104
873	0.2368369631
874	0.2368096869
875	0.2367558795
876	0.2367273451
877	0.2366895845
878	0.2366500332
879	0.2366142318
880	0.2365737235
881	0.236532722
882	0.236473932
883	0.2364356546
884	0.2363926774
885	0.2363430987
886	0.2363187149
887	0.2362884769
888	0.2362311089
889	0.2362127091
890	0.2361656237
891	0.2361272221
892	0.2361098979
893	0.236080164
894	0.2360139268
895	0.2359789372
896	0.2359439534
897	0.2359074936
898	0.2358675884
899	0.2358246015
900	0.2357878355
901	0.2357551558
902	0.2357291718
903	0.2357078958
904	0.2356418112
905	0.2356138925
906	0.2355692426
907	0.2355337334
908	0.2355008446
909	0.235451892
910	0.2353794871
911	0.2353409287
912	0.2352940341
913	0.235247645
914	0.2352062463
915	0.2351690752
916	0.2351391097
917	0.2350978058
918	0.2350380363
919	0.2350078538
920	0.2349718349
921	0.2349270807
922	0.2348759293
923	0.234840193
924	0.2348177192
925	0.2347873909
926	0.2347579637
927	0.2347256919
928	0.2346925146
929	0.2346415269
930	0.2346010042
931	0.2345664133
932	0.2345280915
933	0.234454691
934	0.2344277768
935	0.2343958838
936	0.2343645421
937	0.2343078465
938	0.2342617857
939	0.2342296773
940	0.2341888264
941	0.2341548953
942	0.2341203062
943	0.2340968734
944	0.2340795891
945	0.2340449549
946	0.2340029349
947	0.2339809341
948	0.2339490697
949	0.2339153738
950	0.2338632204
951	0.2337975012
952	0.2337511045
953	0.2336984633
954	0.2336571872
955	0.2336185652
956	0.2335905753
957	0.2335541461
958	0.2335169262
959	0.2334676883
960	0.2334039468
961	0.2333631706
962	0.2333316402
963	0.2332813607
964	0.2332571036
965	0.2332292143
966	0.2331926939
967	0.2331514999
968	0.2331208633
969	0.2330822249
970	0.2330393281
971	0.2329993661
972	0.2329612309
973	0.2329194041
974	0.2328635515
975	0.2327967383
976	0.2327559745
977	0.2327302509
978	0.2327030732
979	0.2326895752
980	0.2326340334
981	0.2325866509
982	0.232542522
983	0.2325195509
984	0.2324780932
985	0.2324462165
986	0.2324195122
987	0.2323622186
988	0.232320974
989	0.2322865152
990	0.2322515269
991	0.2322095424
992	0.232191498
993	0.2321580233
994	0.2321464846
995	0.2321177233
996	0.2320936546
997	0.2320501771
998	0.2320183995
999	0.2319790802
